日	A	日曰
戈一手一月	IMQMB	凊
戈一口竹山	IMRHU	况
戈一口廿	IMRT	㢄
戈一口女心	IMRVP	冺
戈一尸中中	IMSLL	臧
戈一尸一水	IMSME	㓎
戈一尸手火	IMSQF	馮
戈一尸山火	IMSUF	𠘑凞𠘕
戈一廿金	IMTC	㓋
戈一廿金中	IMTCL	凘
戈一山水	IMUE	廈
戈一山一廿	IMUMT	凒
戈一山人土	IMUOG	凗
戈一女竹	IMVH	庌
戈一女戈木	IMVID	𠘙
戈一田十口	IMWJR	凅
戈一田大	IMWK	𠗃
戈一田中十	IMWLJ	凙
戈一田廿十	IMWTJ	㓖
戈一卜戈山	IMYIU	㓍
戈一卜口火	IMYRF	凉
戈一卜田木	IMYWD	凜
戈一卜田火	IMYWF	凛
戈弓月手	INBQ	廨
戈弓水	INE	永
戈弓火木	INFD	㢝
戈弓火手	INFQ	廯
戈弓戈弓	ININ	序㢁
戈弓大土	INKG	庭
戈弓中	INL	邝
戈弓中戈	INLI	廕
戈弓中口	INLR	㢌
戈弓弓竹	INNH	㐧
戈弓人	INO	之㡱
戈弓人水	INOE	廢
戈弓人心	INOP	廃
戈弓女	INV	讠
戈人	IO	庂
戈人月人	IOBO	资
戈人月廿	IOBT	盗
戈人月山金	IOBUC	資
戈人木	IOD	庥栥
戈人木戈	IODI	府
戈人火木	IOFD	粢
戈人土	IOG	垐㢈
戈人土十	IOGJ	㢑
戈人土一	IOGM	鹰
戈人土口	IOGR	譍
戈人竹日火	IOHAF	䳐鶊
戈人竹木	IOHD	秶
戈人戈火	IOIF	焤
戈人戈戈	IOII	㡵
戈人戈弓	IOIN	庈
戈人大	IOK	矣
戈人中中	IOLL	庎
戈人一日	IOMA	廥
戈人一木	IOMD	庩
戈人一弓	IOMN	㢏
戈人一人	IOMO	㢛
戈人一口	IOMR	𢈈
戈人一女弓	IOMVN	瓷
戈人弓	ION	乲
戈人弓弓	IONN	㢋
戈人人土	IOOG	座䧹
戈人人戈女	IOOIV	餈
戈人心	IOP	恣
戈人心卜一	IOPYM	鹒
戈人口	IOR	咨
戈人口木	IORD	楶
戈人尸	IOS	㡸
戈人廿火	IOTF	廡
戈人女	IOV	姿
戈人女戈火	IOVIF	䌠
戈心	IP	庀弋
戈心月一	IPBM	麆
戈心月山金	IPBUC	貣
戈心金	IPC	鏖
戈心木	IPD	㭍䴢
戈心火	IPF	熊麃
戈心火木	IPFD	麋
戈心火木手	IPFDQ	麟
戈心土	IPG	塵
戈心竹日火	IPHAF	鳶𪈠
戈心竹木	IPHD	麇
戈心竹木日	IPHDA	麘
戈心竹木女	IPHDV	䴧
戈心竹水口	IPHER	𪊲
戈心竹火木	IPHFD	䴣
戈心竹竹戈	IPHHI	麝
戈心竹大	IPHK	䴠
戈心竹弓	IPHN	麂
戈心竹弓戈	IPHNI	䴟
戈心竹人口	IPHOR	麔
戈心竹手一	IPHQM	䴤𪊟
戈心竹難山	IPHXU	麑
戈心戈金水	IPICE	𪊴
戈心戈竹口	IPIHR	麙
戈心戈弓水	IPINE	䴪
戈心戈心心	IPIPP	麤
戈心大尸口	IPKSR	䴥
戈心中戈戈	IPLII	䘅
戈心中一戈	IPLMI	螚
戈心一	IPM	弌式
戈心一月金	IPMBC	䫲
戈心一月戈	IPMBI	䴫
戈心一月口	IPMBR	麢
戈心一金	IPMC	廎
戈心一土	IPMG	䶭
戈心一竹火	IPMHF	䴨
戈心一大	IPMK	䶮
戈心一一	IPMM	弍
戈心一一金	IPMMC	貳
戈心一一一	IPMMM	弎
戈心一一人	IPMMO	贰
戈心一一女	IPMMV	麎
戈心一人	IPMO	庼
戈心一口	IPMR	砻
戈心一女弓	IPMVN	㼾
戈心一田木	IPMWD	麜
戈心一田火	IPMWF	䴩
戈心一田一	IPMWM	麠
戈心弓大土	IPNKG	𪊶
戈心弓中	IPNL	鄜
戈心弓尸十	IPNSJ	麛
戈心人土	IPOG	隿
戈心人戈女	IPOIV	䬥
戈心人心	IPOP	㓒
戈心心	IPP	庇忒態麀
戈心心口山	IPPRU	麅
戈心心卜一	IPPYM	鸢
戈心口口大	IPRRK	麣
戈心口山	IPRU	庖
戈心口女大	IPRVK	麌
戈心口卜水	IPRYE	麚
戈心尸十	IPSJ	聋
戈心尸大口	IPSKR	麏
戈心廿金	IPTC	龚
戈心廿一	IPTM	甙
戈心廿一金	IPTMC	麒
戈心山	IPU	庉
戈心田木	IPWD	𪊽
戈心田竹木	IPWHD	麕
戈心卜土	IPYG	麈
戈心卜竹女	IPYHV	袭
戈心卜戈山	IPYIU	麍
戈心卜大	IPYK	𪊓
戈心卜大口	IPYKR	麐𪊺
戈心卜一口	IPYMR	詟䴦
戈心卜口火	IPYRF	麖
戈心卜廿十	IPYTJ	麞𪋟
戈心卜難	IPYX	麡
戈手	IQ	㦮
戈手竹日火	IQHAF	鴾
戈手竹火	IQHF	緳
戈手十水	IQJE	庪
戈手大尸	IQKS	劺
戈口	IR	台
戈口金	IRC	㡶
戈口木	IRD	枲
戈口火	IRF	炱
戈口竹日火	IRHAF	鶶
戈口竹竹竹	IRHHH	㣍
戈口竹手山	IRHQU	㲥
戈口中弓	IRLN	刣
戈口一	IRM	或
戈口一月金	IRMBC	顑
戈口一土	IRMG	戜
戈口一女弓	IRMVN	瓵㼺
戈口弓月土	IRNBG	觱
戈口弓中	IRNL	邰
戈口弓人	IRNO	㰧㰹
戈口心	IRP	怠感
戈口山	IRU	乨
戈口卜一山	IRYMU	䶠
戈口卜廿十	IRYTJ	辝
戈尸	IS	户
戈尸日	ISA	间
戈尸月廿	ISBT	盛
戈尸木	ISD	㦿
戈尸土戈	ISGI	㧁
戈尸土心	ISGP	廳
戈尸竹日火	ISHAF	鳸
戈尸竹月口	ISHBR	扄
戈尸竹弓	ISHN	𠙖
戈尸十日	ISJA	廜
戈尸十心	ISJP	廰
戈尸中月	ISLB	帍
戈尸中手	ISLQ	肁
戈尸一月金	ISMBC	䫆
戈尸一金	ISMC	㢞
戈尸一竹	ISMH	廖
戈尸一女弓	ISMVN	㼩
戈尸弓	ISN	戹
戈尸弓竹水	ISNHE	㧀
戈尸弓戈弓	ISNIN	扅
戈尸弓中	ISNL	郕
戈尸人大	ISOK	敷
戈尸口	ISR	启
戈尸口十	ISRJ	廦
戈尸女戈火	ISVIF	䋀
戈廿	IT	弁戒
戈廿日	ITA	庴
戈廿金中	ITCL	廝
戈廿水	ITE	度
戈廿火	ITF	庶
戈廿火戈	ITFI	䗪
戈廿竹日火	ITHAF	鴘
戈廿中月	ITLB	席
戈廿中大	ITLK	㢍
戈廿中一	ITLM	廑
戈廿一月金	ITMBC	䪻
戈廿一金	ITMC	廣
戈廿一心	ITMP	懬
戈廿一尸	ITMS	㢙
戈廿人人	ITOO	庻
戈廿心	ITP	慿
戈廿手	ITQ	庠
戈廿尸人	ITSO	庹
戈廿廿	ITT	庰
戈廿山	ITU	㡿
戈廿田	ITW	庿
戈廿田心	ITWP	㢜
戈廿難金	ITXC	廉
戈廿難火	ITXF	㢘
戈山竹竹竹	IUHHH	尨
戈女	IV	戉
戈女日心女	IVAPV	谒
戈女日田水	IVAWE	谩
戈女月土口	IVBGR	调
戈女月大手	IVBKQ	诨
戈女月一	IVBM	诅
戈女月一水	IVBME	谖
戈女月人山	IVBOU	谣
戈女月口	IVBR	诇
戈女金戈	IVCI	讼
戈女金口山	IVCRU	说
戈女木竹水	IVDHE	诐
戈女木戈	IVDI	讨
戈女木大	IVDK	诀
戈女木田火	IVDWF	谏
戈女水手	IVEQ	译
戈女火月	IVFB	诮
戈女火月山	IVFBU	谠
戈女火火	IVFF	谈
戈女土木戈	IVGDI	诗
戈女土土	IVGG	诖
戈女土口	IVGR	诘
戈女竹木尸	IVHDS	诱
戈女竹木女	IVHDV	诿
戈女竹土	IVHG	㢕
戈女竹土口	IVHGR	诰
戈女竹土山	IVHGU	诜
戈女竹竹戈	IVHHI	谢
戈女竹十木	IVHJD	诛
戈女竹十口	IVHJR	话
戈女竹一中	IVHML	䜣
戈女竹一口	IVHMR	诟
戈女竹一卜	IVHMY	诉
戈女竹弓	IVHN	讥
戈女竹弓水	IVHNE	设
戈女竹弓大	IVHNK	讽
戈女竹心	IVHP	讬
戈女竹女戈	IVHVI	诋
戈女竹難人	IVHXO	谀
戈女戈竹尸	IVIHS	诚
戈女戈大	IVIK	议
戈女戈人大	IVIOK	诶
戈女戈人口	IVIOR	谘
戈女戈心一	IVIPM	试
戈女戈口	IVIR	诒
戈女戈尸月	IVISB	谝
戈女戈廿	IVIT	诫
戈女十	IVJ	计
戈女十月大	IVJBK	谳
戈女十月一	IVJBM	谊
戈女十竹心	IVJHP	诧
戈女十大日	IVJKA	诸
戈女十中中	IVJLL	谉
戈女十弓大	IVJNK	读
戈女十口	IVJR	诂
戈女大火	IVKF	诙
戈女大竹土	IVKHG	诳
戈女大尸	IVKS	勆
戈女中中中	IVLLL	训
戈女中中心	IVLLP	䜨
戈女中一卜	IVLMY	诽
戈女中尸田	IVLSW	谰
戈女一	IVM	讧
戈女一火十	IVMFJ	评
戈女一十	IVMJ	讦
戈女一一口	IVMMR	语
戈女一弓	IVMN	订
戈女一弓口	IVMNR	诃
戈女一人人	IVMOO	诬
戈女一尸人	IVMSO	诼
戈女一山日	IVMUA	谮
戈女一女竹	IVMVH	讶
戈女一田十	IVMWJ	谭
戈女一卜一	IVMYM	证
戈女弓金口	IVNCR	谵
戈女弓竹月	IVNHB	谲
戈女弓竹難	IVNHX	谄
戈女弓戈月	IVNIB	诵
戈女弓十	IVNJ	讯
戈女弓大一	IVNKM	䜥
戈女弓大女	IVNKV	诞
戈女弓中	IVNL	郞
戈女弓一山	IVNMU	诡
戈女弓人月	IVNOB	谞
戈女弓尸木	IVNSD	诤
戈女弓尸一	IVNSM	诌
戈女弓山卜	IVNUY	谗
戈女人	IVO	认
戈女人月	IVOB	讷
戈女人土	IVOG	谁
戈女人土火	IVOGF	谯
戈女人竹竹	IVOHH	诊
戈女人戈一	IVOIM	谶
戈女人戈心	IVOIP	谂
戈女人十	IVOJ	许
戈女人一土	IVOMG	诠
戈女人一弓	IVOMN	谕
戈女人弓	IVON	讫
戈女人心	IVOP	论
戈女人尸	IVOS	诈
戈女人田卜	IVOWY	诲
戈女心日	IVPA	询
戈女心竹廿	IVPHT	谧
戈女心心日	IVPPA	谐
戈女心廿木	IVPTD	谍
戈女手木	IVQD	诔
戈女手大戈	IVQKI	诪
戈女手一月	IVQMB	请
戈女手尸	IVQS	讳
戈女口金	IVRC	识
戈女口一大	IVRMK	误
戈女口口尸	IVRRS	谔
戈女尸竹	IVSH	㓪
戈女尸竹戈	IVSHI	讱
戈女尸竹口	IVSHR	诏
戈女尸戈一	IVSIM	䜧
戈女尸十水	IVSJE	诹
戈女尸大	IVSK	讴
戈女尸一土	IVSMG	诓
戈女尸一竹	IVSMH	谬
戈女尸一一	IVSMM	诩
戈女尸一口	IVSMR	词
戈女尸尸	IVSS	讵
戈女尸山	IVSU	记
戈女廿日大	IVTAK	谟
戈女廿月竹	IVTBH	谫
戈女廿金	IVTC	䜤
戈女廿金日	IVTCA	谱
戈女廿金廿	IVTCT	谥
戈女廿大口	IVTKR	诺
戈女廿中火	IVTLF	䜩
戈女廿中一	IVTLM	谨
戈女廿一木	IVTMD	谋
戈女廿一女	IVTMV	谌
戈女廿心日	IVTPA	䜦
戈女廿手	IVTQ	详
戈女廿廿	IVTT	讲
戈女廿難金	IVTXC	谦
戈女廿卜山	IVTYU	谎
戈女山	IVU	讪
戈女山土	IVUG	廱
戈女山大	IVUK	讻
戈女山山	IVUU	诎
戈女田月	IVWB	谓
戈女田金水	IVWCE	谡
戈女田木	IVWD	课
戈女卜	IVY	讣
戈女卜月月	IVYBB	谛
戈女卜月尸	IVYBS	谤
戈女卜金月	IVYCB	谪
戈女卜火木	IVYFD	谜
戈女卜竹竹	IVYHH	谚
戈女卜竹尸	IVYHS	访
戈女卜中口	IVYLR	谴
戈女卜一	IVYM	让
戈女卜人十	IVYOJ	谇
戈女卜心一	IVYPM	谑
戈女卜口木	IVYRD	谆
戈女卜口火	IVYRF	谅
戈女卜廿日	IVYTA	谙
戈女卜女人	IVYVO	该
戈田金土	IWCG	廛
戈田土	IWG	㢆
戈田中	IWL	庘
戈田中月	IWLB	庽
戈田廿金	IWTC	廙
戈難水	IXE	慶
戈難火	IXF	廌
戈難心	IXP	鹿
戈卜月心	IYBP	龐
戈卜木中	IYDL	廓
戈卜竹女	IYHV	庡
戈卜中弓	IYLN	劘
戈卜一心	IYMP	庛
戈卜一口	IYMR	㢇
戈卜心一	IYPM	㢒
戈卜心尸	IYPS	㢚
戈卜心廿	IYPT	廬
戈卜口	IYR	店
戈卜口中	IYRL	廍
戈卜廿	IYT	㡴
戈卜廿十	IYTJ	㢓
戈卜田木	IYWD	廩
戈卜田火	IYWF	廪
戈卜難	IYX	𪗆
十	J	十
十日日金	JAAC	䥌
十日月山山	JABUU	覩
十日火	JAF	煮煑
十日竹金	JAHC	賔
十日竹一中	JAHML	斱
十日竹弓水	JAHNE	殾
十日竹山戈	JAHUI	䰩
十日十	JAJ	龺
十日十田十	JAJWJ	䡤
十日中戈戈	JALII	䘄
十日一人	JAMO	寔
十日弓	JAN	乽
十日弓中	JANL	都
十日弓人人	JANOO	䬡
十日口心	JARP	㗯
十日尸	JAS	䎞
十日尸一一	JASMM	翥
十日女	JAV	宴
十日卜金	JAYC	㝠
十月	JB	巿
十月月人	JBBO	赍
十月月山金	JBBUC	䝴賫賷
十月木	JBD	寀
十月竹日火	JBHAF	鶦䴁
十月竹人木	JBHOD	櫜
十月戈大	JBIK	献
十月中中戈	JBLLI	蟗
十月中卜木	JBLYD	㰆
十月一	JBM	宜
十月一金	JBMC	真
十月一一	JBMM	直
十月一人木	JBMOD	㯻
十月一口木	JBMRD	橐
十月一口戈	JBMRI	蠹
十月弓木	JBND	孛
十月人火	JBOF	察
十月人戈女	JBOIV	䭌
十月人山木	JBOUD	㯱
十月口口女	JBRRV	囊
十月廿十	JBTJ	南
十月女戈火	JBVIF	索
十月田弓人	JBWNO	疐
十金	JC	穴
十金日竹大	JCAHK	䆨
十金日心	JCAP	䆞
十金日心心	JCAPP	窤
十金月月口	JCBBR	窩
十金月一口	JCBMR	䆚
十金月人山	JCBOU	窰
十金月山	JCBU	窅
十金月山大	JCBUK	䆩
十金月山山	JCBUU	䚔
十金金田日	JCCWA	䆵
十金金田弓	JCCWN	𥦬
十金木	JCD	穼
十金木大	JCDK	䆕
十金水水水	JCEEE	窡
十金水水女	JCEEV	䆯
十金水火火	JCEFF	䆱
十金水土土	JCEGG	漥窪
十金水一木	JCEMD	窏
十金水尸水	JCESE	䆮
十金火木十	JCFDJ	窲
十金火木女	JCFDV	窭
十金火火	JCFF	䆦
十金土火人	JCGFO	窾
十金土土	JCGG	窐
十金土口山	JCGRU	竈
十金土田金	JCGWC	竇
十金土田山	JCGWU	竃
十金竹日火	JCHAF	窵鷏䴅䴐
十金竹月廿	JCHBT	䆝
十金竹木月	JCHDB	竊
十金竹木心	JCHDP	窸
十金竹木女	JCHDV	䆧
十金竹木田	JCHDW	䆺
十金竹水	JCHE	㪦
十金竹土口	JCHGR	窖
十金竹竹中	JCHHL	窌
十金竹竹弓	JCHHN	窮
十金竹竹口	JCHHR	竆
十金竹戈人	JCHIO	窆
十金竹大	JCHK	穾
十金竹人人	JCHOO	窳
十金竹手	JCHQ	窂
十金竹尸	JCHS	窄
十金竹尸大	JCHSK	竅
十金竹山山	JCHUU	竁
十金竹女人	JCHVO	窊
十金竹田大	JCHWK	窗
十金竹田心	JCHWP	窻
十金竹難竹	JCHXH	䆤
十金竹難女	JCHXV	竄
十金戈	JCI	㝐戭
十金戈日女	JCIAV	䆡
十金戈木	JCID	梥
十金戈竹尸	JCIHS	窚
十金戈竹山	JCIHU	䆓
十金戈大	JCIK	突
十金戈中水	JCILE	䆲
十金戈心	JCIP	窓
十金戈口一	JCIRM	窢
十金十月金	JCJBC	㒹窴
十金十十十	JCJJJ	䆭
十金十大木	JCJKD	窙
十金十弓大	JCJNK	窦
十金十口	JCJR	𥥖
十金大月	JCKB	䆜
十金大金火	JCKCF	竂
十金大戈	JCKI	䆖
十金大弓	JCKN	究
十金大弓戈	JCKNI	䆒
十金大尸	JCKS	穷
十金中	JCL	䆔
十金中月	JCLB	帘
十金中中	JCLL	窜
十金中一人	JCLMO	窕
十金中田女	JCLWV	窶
十金一	JCM	空
十金一月金	JCMBC	顛
十金一月人	JCMBO	颠
十金一木	JCMD	穻
十金一戈土	JCMIG	窒
十金一一尸	JCMMS	窍
十金一一山	JCMMU	竀
十金一一女	JCMMV	䆣
十金一弓	JCMN	䆑
十金一人月	JCMOB	窉
十金一尸人	JCMSO	䆥
十金一山女	JCMUV	窛
十金一女竹	JCMVH	穿
十金一卜一	JCMYM	䆙
十金弓	JCN	穵穹
十金弓火手	JCNFQ	䇁
十金弓竹月	JCNHB	䆷
十金弓竹難	JCNHX	窞
十金弓戈	JCNI	穸
十金弓十大	JCNJK	䆻
十金弓中一	JCNLM	窿
十金弓人	JCNO	歕
十金弓人廿	JCNOT	䆸
十金弓田山	JCNWU	䆴
十金人土	JCOG	䨈
十金人土火	JCOGF	䆶
十金人十山	JCOJU	窑
十金人中木	JCOLD	窱
十金人一弓	JCOMN	窬
十金人一口	JCOMR	䆟
十金人口	JCOR	容
十金人口木	JCORD	㮤
十金心	JCP	㥲
十金心大人	JCPKO	窽
十金心大心	JCPKP	䆫
十金心口山	JCPRU	窇
十金心尸竹	JCPSH	窃
十金心山	JCPU	窀
十金心卜一	JCPYM	窎
十金手木大	JCQDK	䆢
十金手竹大	JCQHK	窫
十金手人山	JCQOU	窺
十金口月金	JCRBC	䆬
十金口竹心	JCRHP	䆛
十金口人月	JCROB	窝
十金口女中	JCRVL	䆗
十金尸戈廿	JCSIT	䆾
十金尸十中	JCSJL	窷
十金尸大口	JCSKR	窘
十金尸中中	JCSLL	䆠
十金尸一一	JCSMM	翸䎙
十金尸口口	JCSRR	䆰
十金尸山山	JCSUU	窟
十金廿土火	JCTGF	窯
十金廿十十	JCTJJ	䇀
十金廿廿	JCTT	穽
十金廿廿女	JCTTV	嚢
十金山山	JCUU	窋
十金女戈尸	JCVIS	𥥆窈
十金女一木	JCVMD	𥧌䆿
十金女一口	JCVMR	窹
十金女女木	JCVVD	窼
十金田木	JCWD	窠
十金田中	JCWL	䆘
十金卜日十	JCYAJ	窧
十金卜月月	JCYBB	䆼
十金卜月心	JCYBP	竉
十金卜金大	JCYCK	窔
十金卜一人	JCYMO	䆳
十金卜人十	JCYOJ	窣
十金卜心人	JCYPO	䆽
十金卜廿日	JCYTA	窨
十金卜廿土	JCYTG	䆹
十木	JD	宋未
十木月山山	JDBUU	䙿
十木金戈	JDCI	𡨭
十木木	JDD	㝝
十木竹日火	JDHAF	鵓
十木戈	JDI	守
十木戈尸卜	JDISY	𣚺
十木大尸	JDKS	勃
十木一月金	JDMBC	䫅𩓐䫙
十木弓中	JDNL	郣
十木人大	JDOK	教㪍
十木心卜一	JDPYM	鹁
十木口心	JDRP	㖝
十水	JE	㝊支㲾
十水月一人	JEBMO	䴿
十水月弓木	JEBND	䴸
十水月山山	JEBUU	麲
十水金山	JECU	宻
十水木	JED	檕
十水木竹	JEDH	䴭
十水木十	JEDJ	䴲
十水木人人	JEDOO	麳
十水火月金	JEFBC	䵀
十水土	JEG	墼
十水竹日火	JEHAF	鳷
十水竹水十	JEHEJ	䴶
十水竹手山	JEHQU	㲍
十水竹田十	JEHWJ	䴽
十水戈	JEI	䴰
十水戈戈	JEII	䴼
十水戈心	JEIP	䴬
十水十金	JEJC	䴳
十水十一山	JEJMU	䴷
十水十心	JEJP	䴱
十水十田十	JEJWJ	轚
十水大尸	JEKS	攰
十水中一戈	JELMI	蟿
十水一月金	JEMBC	頍
十水一口	JEMR	礊
十水人土	JEOG	䧴
十水人十山	JEOJU	罊
十水心竹竹	JEPHH	䴯
十水手	JEQ	擊
十水尸水	JESE	寖
十水尸一戈	JESMI	攳
十水尸一一	JESMM	翅
十水廿月人	JETBO	䵆
十水廿一金	JETMC	䵃
十水廿手一	JETQM	䴾
十水廿廿	JETT	䴵
十水廿田廿	JETWT	䵄
十水山	JEU	䴮
十水女戈火	JEVIF	繫
十水女一戈	JEVMI	䵁
十水田木	JEWD	䴹
十水卜金月	JEYCB	䵂
十水卜廿口	JEYTR	䴺
十火	JF	灾
十火月	JFB	宵
十火木	JFD	宩
十火水	JFE	叜
十火竹日火	JFHAF	鶎
十火中弓	JFLN	亊
十土金	JGC	䥅
十土十戈	JGJI	㝪
十土中一戈	JGLMI	䘁
十土口女	JGRV	㝨
十竹木田	JHDW	審
十竹水口	JHER	客
十竹火木	JHFD	宷
十竹土山	JHGU	宪
十竹戈人一	JHIOM	䪣
十竹大	JHK	宎
十竹大月	JHKB	㝯
十竹中月	JHLB	㝢
十竹弓	JHN	宂
十竹人人	JHOO	寙
十竹心	JHP	宅
十竹手	JHQ	牢
十竹手山	JHQU	宒
十竹山尸	JHUS	㝰
十竹難火	JHXF	寫
十戈日女	JIAV	㝗
十戈月戈	JIBI	博
十戈木	JID	栽
十戈木戈	JIDI	專
十戈火	JIF	烖
十戈土	JIG	㘽㦳
十戈竹日火	JIHAF	䳒鷒
十戈竹尸	JIHS	宬㦲
十戈十田十	JIJWJ	載
十戈大	JIK	宊
十戈大火	JIKF	寪
十戈大心	JIKP	宠
十戈大手	JIKQ	载
十戈中水	JILE	㝩
十戈中一戈	JILMI	蛓
十戈中弓	JILN	剸
十戈中尸一	JILSM	韯
十戈一金田	JIMCW	酨
十戈一戈土	JIMIG	臷
十戈一女弓	JIMVN	甎
十戈弓中	JINL	鄟
十戈弓人	JINO	㝎
十戈人月人	JIOBO	胾
十戈人土	JIOG	截
十戈心	JIP	惠
十戈心尸	JIPS	㢤
十戈口	JIR	哉
十戈尸一一	JISMM	翝
十戈田土火	JIWGF	䵧
十戈田廿金	JIWTC	戴
十戈卜竹女	JIYHV	裁
十十	JJ	卄廾
十十日月廿	JJABT	輼
十十日一竹	JJAMH	輰
十十日心心	JJAPP	輥
十十日心女	JJAPV	輵
十十日田水	JJAWE	䡬
十十月	JJB	朝
十十月月	JJBB	輣
十十月金	JJBC	寘
十十月土口	JJBGR	輖
十十月竹難	JJBHX	轁
十十月十十	JJBJJ	䡣
十十月廿女	JJBTV	輞
十十金戈	JJCI	䡆
十十金人口	JJCOR	輍
十十木一手	JJDMQ	韓
十十水水木	JJEED	䡦
十十水水水	JJEEE	輟
十十水土	JJEG	軽
十十火月	JJFB	輎
十十火木手	JJFDQ	轔
十十火一山	JJFMU	輄
十十土金水	JJGCE	輘
十十土金土	JJGCG	䡜
十十土人田	JJGOW	轖
十十土口女	JJGRV	轅
十十竹日火	JJHAF	鿂
十十竹日山	JJHAU	䡚
十十竹月卜	JJHBY	輈
十十竹木田	JJHDW	轓
十十竹水	JJHE	䡊
十十竹水口	JJHER	輅
十十竹火木	JJHFD	軤
十十竹土	JJHG	軠
十十竹十山	JJHJU	輴
十十竹大月	JJHKB	轎
十十竹一中	JJHML	斬
十十竹弓	JJHN	䡄
十十竹弓水	JJHNE	軗
十十竹弓戈	JJHNI	軓
十十竹人人	JJHOO	䡮
十十竹心一	JJHPM	軧
十十竹手人	JJHQO	軼
十十竹手山	JJHQU	軞
十十竹口火	JJHRF	䡧
十十竹尸	JJHS	䡎
十十竹尸弓	JJHSN	軶
十十竹山金	JJHUC	䡽
十十竹山尸	JJHUS	䡻
十十竹女人	JJHVO	軱
十十竹女心	JJHVP	軝
十十竹田十	JJHWJ	䡟
十十竹田心	JJHWP	䡯
十十竹難山	JJHXU	輗
十十戈	JJI	戟
十十戈日女	JJIAV	䡙
十十戈月戈	JJIBI	𨍭
十十戈金水	JJICE	𨌘
十十戈竹口	JJIHR	輱
十十戈竹山	JJIHU	𨋍
十十戈戈	JJII	輚
十十戈十月	JJIJB	輔
十十戈大大	JJIKK	軷
十十戈大田	JJIKW	輽
十十戈一人	JJIMO	軣
十十戈心	JJIP	寭
十十戈心一	JJIPM	軾
十十戈口	JJIR	軩
十十戈口心	JJIRP	轗
十十戈尸月	JJISB	䡢
十十戈尸一	JJISM	䡪
十十戈難心	JJIXP	轆
十十十月金	JJJBC	䡩
十十十月人	JJJBO	䡹
十十十金口	JJJCR	䡥
十十十水	JJJE	䡋
十十十戈戈	JJJII	轉
十十十十十	JJJJJ	轟
十十十大戈	JJJKI	𨌆
十十十一山	JJJMU	輐
十十十弓山	JJJNU	䡝
十十十心	JJJP	䡐
十十十手口	JJJQR	轄
十十十口	JJJR	軲
十十十口口	JJJRR	輨
十十十廿金	JJJTC	轒
十十十田十	JJJWJ	䡛
十十大	JJK	軑
十十大金火	JJKCF	轑
十十大木	JJKD	宯
十十大戈	JJKI	軚䡌
十十大大	JJKK	䡈
十十大一口	JJKMR	輢
十十大弓	JJKN	軌
十十大尸	JJKS	䡃
十十中月大	JJLBK	軮
十十中中中	JJLLL	䡅
十十中一卜	JJLMY	輫
十十中人	JJLO	寁
十十中田	JJLW	軸
十十一月月	JJMBB	轜
十十一月大	JJMBK	輭
十十一月中	JJMBL	輀
十十一月人	JJMBO	䡿
十十一月口	JJMBR	䡼
十十一月尸	JJMBS	轌
十十一月女	JJMBV	𨍥
十十一金土	JJMCG	䡖
十十一金田	JJMCW	輏
十十一木一	JJMDM	轣
十十一火十	JJMFJ	軯
十十一土	JJMG	軖
十十一戈土	JJMIG	輊
十十一十	JJMJ	軒
十十一中月	JJMLB	輛
十十一一戈	JJMMI	転
十十一一山	JJMMU	䡇
十十一弓口	JJMNR	軻
十十一口田	JJMRW	輻
十十一尸山	JJMSU	軛
十十一山	JJMU	軏
十十一山月	JJMUB	輌
十十一女一	JJMVM	輕
十十弓日山	JJNAU	輓
十十弓水一	JJNEM	䡕
十十弓竹木	JJNHD	輮
十十弓竹難	JJNHX	輡
十十弓戈	JJNI	䡏
十十弓戈弓	JJNIN	䡔
十十弓十	JJNJ	軐
十十弓人	JJNO	軟
十十人	JJO	倝
十十人日水	JJOAE	輹
十十人月	JJOB	軜
十十人木	JJOD	榦
十十人木戈	JJODI	軵
十十人竹火	JJOHF	鶾
十十人竹竹	JJOHH	軫
十十人竹山	JJOHU	㲦
十十人戈戈	JJOII	軨
十十人戈弓	JJOIN	軡
十十人中戈	JJOLI	螒
十十人一月	JJOMB	輪
十十人一木	JJOMD	𠏉
十十人一土	JJOMG	輇
十十人一十	JJOMJ	幹龫
十十人一弓	JJOMN	輸
十十人弓	JJON	乾亁
十十人人土	JJOOG	雗
十十人尸火	JJOSF	䮧
十十人尸一	JJOSM	翰𨌺
十十人卜十	JJOYJ	斡
十十心心日	JJPPA	䡡
十十心口	JJPR	軥
十十心口山	JJPRU	軳
十十心山	JJPU	軘
十十心田	JJPW	䡘
十十心卜口	JJPYR	輷
十十手十一	JJQJM	轊
十十手十心	JJQJP	䡺
十十手大木	JJQKD	轃
十十手大大	JJQKK	輳
十十手一月	JJQMB	輤
十十手人	JJQO	䡍
十十手尸	JJQS	韩
十十口	JJR	㝒軎
十十口金	JJRC	軹
十十口竹山	JJRHU	軦
十十口口十	JJRRJ	䡲
十十口尸十	JJRSJ	輯
十十口女心	JJRVP	䡑
十十尸竹戈	JJSHI	軔
十十尸竹口	JJSHR	軺
十十尸戈廿	JJSIT	轞
十十尸十水	JJSJE	輙
十十尸十山	JJSJU	輒
十十尸大口	JJSKR	輑
十十尸一土	JJSMG	軭
十十尸一竹	JJSMH	轇
十十尸一一	JJSMM	䎐
十十尸弓木	JJSND	轏
十十尸口十	JJSRJ	䡶
十十尸口口	JJSRR	䡱
十十尸廿女	JJSTV	輾
